    title,release_year,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
Russell Peters: Almost Famous,2016,73,['comedy'],['US'],,tt5946232,6.5,1882.0,3.53,6.7
#FollowFriday,2016,90,['thriller'],['US'],,tt5233106,2.7,382.0,3.26,3.6
Reggie Watts: Spatial,2016,61,"['comedy', 'music']",['US'],,tt5861260,6.0,503.0,3.124,5.7
Asperger's Are Us,2016,83,"['documentation', 'comedy', 'drama']",['US'],,tt4991844,6.6,737.0,4.968,5.9
Offline: Are You Ready for the Next Level?,2016,91,"['action', 'comedy', 'european']",['DE'],,tt5351044,5.0,775.0,20.082,5.4
Pettson and Findus: The Best Christmas Ever,2016,82,"['family', 'animation', 'comedy', 'fantasy', 'european']",['DE'],,tt5858122,5.5,353.0,5.852,5.4
Joe Rogan: Triggered,2016,63,"['comedy', 'documentation']",['US'],,tt6023444,7.4,4447.0,4.341,6.7
David Cross: Making America Great Again,2016,74,['comedy'],['US'],,tt5943936,6.4,1647.0,4.239,6.7
Iliza Shlesinger: Confirmed Kills,2016,77,['comedy'],['US'],,tt6081882,6.6,2865.0,4.549,6.4
Hannibal Buress: Comedy Camisado,2016,67,['comedy'],['US'],,tt5352432,6.6,1517.0,4.269,6.4
Theo Von: No Offense,2016,65,"['comedy', 'documentation']",['US'],,tt5066564,5.6,864.0,2.977,6.4
Michael Che Matters,2016,60,['comedy'],['US'],,tt6209400,7.2,2586.0,4.977,6.8
Patton Oswalt: Talking for Clapping,2016,65,"['comedy', 'documentation']",['US'],,tt5457520,6.8,1971.0,3.899,6.5
"Dana Carvey: Straight White Male, 60",2016,64,['comedy'],['US'],,tt6217368,6.4,1483.0,5.384,6.3
One in a Billion,2016,69,['documentation'],['US'],,tt6045798,6.7,543.0,1.67,7.0
Sam Kinison: The Scream Continues,2016,29,['documentation'],['US'],,tt6069058,6.1,39.0,1.225,7.0
Santa Pac's Merry Berry Day,2016,44,"['action', 'animation', 'comedy']","['JP', 'US', 'CA']",,,,,1.328,5.5
Cedric the Entertainer: Live from the Ville,2016,60,['comedy'],['US'],,tt5753806,6.0,681.0,1.851,5.6
#Rucker50,2016,56,['documentation'],['US'],,tt6475636,5.2,117.0,2.578,3.7
Cristina,2016,39,"['drama', 'documentation']",['US'],,,,,2.358,8.2
Dieter Nuhr: Nuhr in Berlin,2016,68,"['comedy', 'european']",['DE'],,tt6959666,4.8,67.0,1.074,6.2
Pac’s Scary Halloween,2016,44,"['fantasy', 'horror']",['US'],,,,,1.078,7.4
Jada,2016,16,"['drama', 'sport']",['US'],,tt9769714,5.3,157.0,0.6,4.0
Blade Runner 2049,2017,164,"['scifi', 'thriller', 'action', 'drama']","['CA', 'HU', 'MX', 'ES', 'GB', 'US']",,tt1856101,8.0,539864.0,61.861,7.5
Dunkirk,2017,107,"['drama', 'history', 'thriller', 'war', 'action', 'european']","['US', 'FR', 'NL', 'GB']",,tt5013056,7.8,619645.0,33.05,7.5
Wind River,2017,106,"['thriller', 'crime', 'drama', 'western']","['FR', 'GB', 'US']",,tt6185846,7.7,240408.0,32.096,7.4
Molly's Game,2017,140,"['drama', 'crime', 'sport']","['CA', 'US', 'CN']",,tt4209788,7.4,165817.0,21.304,7.1
Phantom Thread,2017,130,"['romance', 'drama']","['US', 'GB']",,tt5776858,7.4,128600.0,18.165,7.3
Lady Bird,2017,94,"['drama', 'comedy']",['US'],,tt4925292,7.4,277165.0,28.718,7.3
The Disaster Artist,2017,104,"['comedy', 'drama']",['US'],,tt3521126,7.3,149604.0,13.876,7.1
Okja,2017,122,"['drama', 'scifi', 'action']","['KR', 'US']",,tt3967856,7.3,116305.0,23.865,7.4
The Bad Batch,2017,119,"['drama', 'action', 'horror', 'romance', 'scifi']",['US'],,tt4334266,5.2,30785.0,20.735,5.2
Shot Caller,2017,120,"['thriller', 'crime', 'drama']",['US'],,tt4633690,7.3,83961.0,29.901,6.9
The Shack,2017,132,"['fantasy', 'drama']",['US'],,tt2872518,6.2,35406.0,129.191,7.4
The Beguiled,2017,93,"['drama', 'documentation', 'war', 'thriller']",['US'],,tt5592248,6.8,21.0,37.717,5.9
The Foreigner,2017,113,"['thriller', 'action', 'crime', 'drama', 'european']","['IN', 'CN', 'US', 'GB']",,tt4759848,7.0,112487.0,44.823,6.8
Icarus,2017,121,"['documentation', 'thriller', 'sport']",['US'],,tt6333060,7.9,48672.0,13.434,7.7
Gerald's Game,2017,103,"['horror', 'thriller', 'drama']",['US'],,tt3748172,6.5,104894.0,19.167,6.4
I Don't Feel at Home in This World Anymore,2017,93,"['drama', 'thriller', 'comedy', 'crime', 'european']",['US'],,tt6149822,6.9,55549.0,8.397,6.5
Annabelle: Creation,2017,110,"['horror', 'thriller']",['US'],,tt5140878,6.5,129883.0,53.874,6.6
Kodachrome,2017,105,"['drama', 'comedy', 'european']",['US'],,tt1880399,6.8,16482.0,7.996,6.8
I Am Not Your Negro,2017,93,"['documentation', 'history', 'european']","['BE', 'FR', 'US']",,tt5804038,7.9,21632.0,11.41,7.8
The Zookeeper's Wife,2017,122,"['drama', 'war', 'history']","['GB', 'US', 'CZ']",,tt1730768,7.0,42808.0,19.791,7.4
The Meyerowitz Stories (New and Selected),2017,112,"['drama', 'comedy']",['US'],,tt5536736,6.9,47971.0,8.222,6.5
The Babysitter,2017,85,"['horror', 'comedy']",['US'],,tt4225622,6.4,86953.0,33.349,6.1
1922,2017,102,"['horror', 'crime', 'documentation', 'drama', 'thriller']",['US'],,tt8312644,6.2,60982.0,17.567,5.9
Home Again,2017,97,"['drama', 'romance', 'comedy']",['US'],,tt5719700,5.8,31620.0,16.72,6.1
Mudbound,2017,120,"['drama', 'war']",['US'],,tt2396589,7.4,47676.0,12.964,7.4
The Book of Henry,2017,105,"['thriller', 'crime', 'drama']",['US'],,tt4572792,6.5,27052.0,18.411,7.5
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,94,"['comedy', 'documentation']","['US', 'CA']",,tt7214762,7.7,25593.0,10.938,7.6
Beyond Skyline,2017,105,"['scifi', 'thriller', 'horror', 'action']","['SG', 'US', 'GB', 'ID', 'CA', 'CN']",,tt6856700,5.3,21540.0,9.565,5.2
The Discovery,2017,102,"['thriller', 'drama', 'romance', 'scifi']",['US'],,tt5155780,6.2,33579.0,15.446,6.3
Wheelman,2017,82,"['thriller', 'crime', 'action']",['US'],,tt5723286,6.4,19951.0,12.176,6.1
Creep 2,2017,80,"['horror', 'thriller', 'crime', 'drama']",['US'],,tt3654796,6.4,24468.0,13.772,6.3
A Bad Moms Christmas,2017,104,['comedy'],['US'],,tt6365402,5.6,49478.0,17.717,6.3
Victoria & Abdul,2017,112,"['drama', 'history']","['GB', 'US']",,tt5816682,6.8,35458.0,12.817,7.0
Buster's Mal Heart,2017,96,"['thriller', 'drama', 'crime']",['US'],,tt5833778,6.2,10490.0,10.799,6.2
Death Note,2017,101,"['fantasy', 'horror', 'thriller', 'action', 'crime', 'drama']",['US'],,tt1241317,4.5,83519.0,43.924,4.2
Bright,2017,117,"['thriller', 'fantasy', 'action', 'crime', 'scifi']",['US'],,tt5519340,6.3,183841.0,25.593,6.2
The Incredible Jessica James,2017,83,['comedy'],['US'],,tt5990342,6.5,7496.0,8.304,6.2
To the Bone,2017,107,['drama'],['US'],,tt6143418,6.8,47025.0,29.932,7.2
Woodshock,2017,100,"['thriller', 'horror', 'drama', 'fantasy']",['US'],,tt4677924,4.2,1933.0,7.203,4.6
War Machine,2017,122,"['drama', 'comedy', 'war']",['US'],,tt4758646,6.0,45972.0,14.317,5.5
Security,2017,87,"['crime', 'thriller', 'action', 'european']",['US'],,tt3501112,5.7,18618.0,26.587,6.1
Newness,2017,112,"['drama', 'romance']",['US'],,tt6408226,6.3,16459.0,32.566,6.1
Joan Didion: The Center Will Not Hold,2017,92,['documentation'],['US'],,tt7253506,7.4,2596.0,8.004,7.0
Clive Davis: The Soundtrack of Our Lives,2017,123,"['music', 'documentation']",['US'],,tt6494358,7.5,950.0,7.169,6.3
Unicorn Store,2017,92,"['fantasy', 'comedy', 'drama']",['US'],,tt2340044,5.5,19140.0,12.426,6.0
What the Health,2017,97,['documentation'],['US'],,tt5541848,7.4,28911.0,11.913,7.0
Bill Nye: Science Guy,2017,95,['documentation'],['US'],,tt4853154,6.5,1208.0,5.059,6.2
Mr. Roosevelt,2017,90,['comedy'],['US'],,tt6212496,6.2,3320.0,5.449,6.1
Win It All,2017,88,['comedy'],['US'],,tt3155328,6.2,9108.0,8.219,5.7
Shimmer Lake,2017,83,"['thriller', 'crime', 'drama']","['CA', 'US']",,tt1386691,6.3,14098.0,14.776,5.9
Day of the Dead: Bloodline,2017,90,"['horror', 'drama', 'scifi', 'thriller', 'action', 'european']","['BG', 'US']",,tt3053228,3.4,11841.0,26.557,4.6
Lovesong,2017,85,"['romance', 'drama']",['US'],,tt4305148,6.3,4908.0,8.31,5.7
First They Killed My Father,2017,136,"['drama', 'history', 'war']","['KH', 'US']",,tt4882376,7.2,17871.0,15.383,7.4
Girlfriend's Day,2017,70,"['drama', 'comedy']",['US'],,tt2962984,5.2,4197.0,8.334,4.9
Animal Crackers,2017,105,"['comedy', 'animation', 'family', 'fantasy']","['CN', 'US', 'ES']",,tt4155534,5.8,3352.0,30.595,6.3
My Happy Family,2017,119,['drama'],"['FR', 'GE', 'DE']",,tt5791536,7.4,3826.0,5.234,6.9
Unrest,2017,97,"['documentation', 'drama', 'history', 'romance', 'european']","['GB', 'US', 'DK']",,tt6510268,7.6,2904.0,7.2,7.2
The Resurrection of Gavin Stone,2017,91,"['drama', 'family', 'romance', 'comedy']",['US'],,tt4902904,6.2,2233.0,6.538,6.5
Strong Island,2017,107,"['documentation', 'crime']",['US'],,tt5873150,6.4,3849.0,5.146,6.3
Bullet Head,2017,93,"['thriller', 'crime', 'drama', 'european']","['BG', 'US']",,tt6204340,5.4,9954.0,15.152,4.9
The Most Hated Woman in America,2017,91,"['drama', 'history']",['US'],,tt4842646,6.1,6540.0,9.912,6.1
Acts of Vengeance,2017,87,"['thriller', 'action', 'drama', 'crime', 'european']","['BG', 'US']",,tt6288694,5.7,11971.0,26.746,5.9
Our Souls at Night,2017,101,"['drama', 'romance']",['US'],,tt5034266,6.9,13360.0,10.017,6.6
"Oh, Hello on Broadway",2017,102,['comedy'],['US'],,tt6987652,7.7,3106.0,5.419,6.9
Birth of the Dragon,2017,120,"['drama', 'action']","['CN', 'US', 'CA']",,tt2720826,5.6,8112.0,21.99,5.8
Little Evil,2017,94,"['comedy', 'fantasy', 'horror']",['US'],,tt2937366,5.7,21009.0,11.404,5.6
Gaga: Five Foot Two,2017,100,"['music', 'documentation']",['US'],,tt7291268,7.0,12825.0,11.642,7.5
Clinical,2017,104,"['thriller', 'horror']",['US'],,tt5577742,5.1,7904.0,14.594,5.3
Catfight,2017,96,"['comedy', 'drama', 'action']",['US'],,tt5294198,5.9,6251.0,8.919,5.5
Take Me,2017,83,"['comedy', 'crime', 'thriller']",['US'],,tt6598734,6.1,5566.0,8.559,5.7
The Ottoman Lieutenant,2017,111,"['drama', 'war']","['TR', 'US']",,tt4943322,6.4,25582.0,16.645,6.1
Casting JonBenet,2017,81,"['crime', 'documentation', 'drama']","['US', 'AU']",,tt6333052,6.1,5384.0,10.671,5.7
Long Shot,2017,40,"['documentation', 'crime', 'sport']",['US'],,tt7344360,7.4,7734.0,8.496,7.2
The Saint,2017,92,"['crime', 'action']",['US'],,tt2569088,4.9,6555.0,20.193,5.3
Voyeur,2017,95,"['documentation', 'crime', 'drama']",['US'],,tt3465276,6.2,5922.0,8.997,6.0
Get Me Roger Stone,2017,100,"['history', 'documentation']",['US'],,tt6714534,7.4,7333.0,7.365,7.0
Hey Arnold! The Jungle Movie,2017,81,"['comedy', 'animation', 'action', 'family', 'fantasy']",['US'],,tt5257726,7.5,3139.0,20.281,7.7
Amar,2017,105,"['romance', 'drama', 'european']","['ES', 'US']",,tt5479616,5.1,4397.0,5.262,5.0
Carrie Pilby,2017,98,"['comedy', 'drama']",['US'],,tt6189446,6.7,11311.0,12.509,7.0
Fun Mom Dinner,2017,81,['comedy'],['US'],,tt6174314,5.3,5509.0,14.054,5.7
Te Ata,2017,105,"['drama', 'history']",['US'],,tt5225360,7.4,736.0,6.381,7.2
Cuba and the Cameraman,2017,113,['documentation'],"['CU', 'US']",,tt7320560,8.3,4715.0,8.738,7.7
You Get Me,2017,89,"['thriller', 'crime', 'drama', 'romance']",['US'],,tt5539054,4.7,12740.0,24.968,5.6
Sarah Silverman: A Speck of Dust,2017,71,"['comedy', 'documentation']",['US'],,tt6948354,6.9,3711.0,4.857,6.9
Hasan Minhaj: Homecoming King,2017,72,"['comedy', 'documentation']",['US'],,tt6900940,8.2,7120.0,5.727,7.8
The Outcasts,2017,95,['comedy'],['US'],,tt2597760,5.4,4426.0,12.942,6.2
The Invisible Guardian,2017,129,"['thriller', 'crime', 'european']","['ES', 'DE']",,tt4924942,6.4,15541.0,20.473,6.5
Bending the Arc,2017,102,['documentation'],['US'],,tt6370266,8.0,314.0,4.813,8.0
An Imperfect Murder,2017,71,"['crime', 'drama', 'thriller']",['US'],,tt6469960,3.1,1594.0,7.251,4.4
Mike Birbiglia: Thank God for Jokes,2017,71,['comedy'],['US'],,tt6608034,7.4,2465.0,4.404,7.4
Sky Ladder: The Art of Cai Guo-Qiang,2017,80,['documentation'],['US'],,tt5278930,7.3,1436.0,5.166,7.0
Gnome Alone,2017,85,"['fantasy', 'family', 'drama', 'comedy', 'thriller', 'music', 'animation']","['US', 'CA', 'GB']",,tt5851786,5.6,3410.0,19.913,6.2
Neal Brennan: 3 Mics,2017,65,"['comedy', 'documentation']",['US'],,tt6438918,7.8,3228.0,3.807,7.3
Sandy Wexler,2017,130,['comedy'],['US'],,tt5893332,5.2,16603.0,14.548,5.5
WHAT DID JACK DO?,2017,17,['comedy'],['US'],,,,,6.823,6.4
Naked,2017,96,"['comedy', 'fantasy', 'romance']",['US'],,tt6048930,5.4,19366.0,24.805,5.7
The Polka King,2017,95,"['comedy', 'drama', 'music']",['US'],,tt5539052,5.9,10428.0,11.394,5.5
The Death and Life of Marsha P. Johnson,2017,105,['documentation'],['US'],,tt5233558,7.2,2881.0,7.371,7.3
Monster High: Electrified,2017,72,"['animation', 'fantasy']",['US'],,tt9408950,5.5,300.0,18.103,7.2
S.W.A.T.: Under Siege,2017,89,"['thriller', 'crime', 'action']",['US'],,tt6014472,4.5,3524.0,36.599,5.8
Whose Streets?,2017,90,['documentation'],['US'],,tt6185288,5.5,1337.0,3.573,5.8
One of Us,2017,95,['documentation'],['US'],,tt7214842,7.0,6482.0,9.06,7.0
Brian Regan: Nunchucks and Flamethrowers,2017,61,"['comedy', 'documentation']",['US'],,tt7679532,6.3,679.0,4.316,6.0
Lowriders,2017,99,"['drama', 'crime']",['US'],,tt1366338,5.6,2519.0,11.461,6.7
Justice,2017,92,"['western', 'drama', 'action', 'european']",['US'],,tt5143890,4.0,1208.0,5.465,5.8
NY Prison Break: The Seduction of Joyce Mitchell,2017,84,"['crime', 'drama']",['US'],,tt6710568,5.6,322.0,3.785,5.8
Christmas Inheritance,2017,105,"['romance', 'comedy', 'drama']",['US'],,tt7608534,5.7,11693.0,18.065,6.4
Jo Koy: Live from Seattle,2017,63,['comedy'],['US'],,tt6720442,7.1,1322.0,3.559,7.0
Puss in Book: Trapped in an Epic Tale,2017,23,['fantasy'],['US'],,,,,20.552,6.5
Christmas in the Heartland,2017,90,['family'],['US'],,tt3396114,5.9,1414.0,5.892,6.3
A Christmas Prince,2017,92,"['romance', 'comedy', 'family']",['US'],,tt7608418,5.7,19456.0,11.202,6.6
The Stolen,2017,98,"['western', 'drama', 'thriller', 'action']","['NZ', 'GB', 'DE']",,tt1680140,5.3,1330.0,6.262,5.6
Killing Hasselhoff,2017,79,['comedy'],['US'],,tt2967226,4.4,2655.0,6.236,4.6
Pottersville,2017,85,['comedy'],['US'],,tt3672120,5.4,4674.0,8.332,5.0
Maria Bamford: Old Baby,2017,64,"['comedy', 'documentation']",['US'],,tt6264596,6.1,945.0,3.717,5.4
Rock my Heart,2017,105,"['drama', 'european']",['DE'],,tt5870322,6.5,984.0,9.065,7.2
The B-Side: Elsa Dorfman's Portrait Photography,2017,76,['documentation'],['US'],,tt5952468,6.7,743.0,4.303,6.8
A Very Country Christmas,2017,83,"['romance', 'drama', 'family', 'comedy']","['CA', 'US']",,tt7001906,6.0,1622.0,5.089,6.5
Escape from Mr. Lemoncello's Library,2017,69,"['fantasy', 'family']","['CA', 'US']",,tt5878476,5.4,440.0,13.259,5.9
"Ram Dass, Going Home",2017,31,['documentation'],['US'],,,,,4.965,5.5
Chasing Coral,2017,93,['documentation'],['US'],,tt6333054,8.1,5143.0,10.875,7.9
Seeking a Man,2017,100,"['comedy', 'drama', 'romance']",['EG'],,tt6539420,6.3,602.0,1.105,6.4
#realityhigh,2017,99,"['comedy', 'drama', 'romance']",['US'],,tt6119504,5.2,6283.0,17.721,6.4
Handsome: A Netflix Mystery Movie,2017,81,"['comedy', 'documentation']",['US'],,tt8836958,5.2,4465.0,9.533,5.3
Lommbock,2017,102,"['comedy', 'european']",['DE'],,tt5075584,6.7,3647.0,6.654,6.7
Shepherds and Butchers,2017,106,"['drama', 'crime']","['US', 'DE', 'ZA']",,tt4627352,6.8,3460.0,8.502,6.4
LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,2017,21,"['animation', 'fantasy', 'scifi', 'action', 'comedy']",['US'],,tt7387224,5.9,444.0,12.929,7.1
El Camino Christmas,2017,97,"['crime', 'comedy', 'western']",['US'],,tt3255590,5.7,8519.0,7.955,5.6
Patton Oswalt: Annihilation,2017,66,"['comedy', 'documentation']",['US'],,tt7026230,7.2,2367.0,4.233,7.1
Amy Schumer: The Leather Special,2017,57,['comedy'],['US'],,tt6616074,3.0,9753.0,7.927,4.1
Bibi & Tina: Perfect Pandemonium,2017,110,"['fantasy', 'drama', 'family', 'comedy', 'european']",['DE'],,tt5950646,4.0,457.0,8.763,5.5
Point Blank,2017,86,"['action', 'thriller', 'crime', 'drama']",['US'],,tt2499472,5.7,14184.0,16.224,6.1
Sun Dogs,2017,93,"['drama', 'fantasy', 'comedy']","['MX', 'US']",,tt5665452,6.2,2284.0,5.027,6.8
Nobody Speak: Trials of the Free Press,2017,95,"['documentation', 'european']","['NL', 'US']",,tt6333064,6.5,4092.0,7.95,6.1
Little Boxes,2017,84,"['drama', 'comedy']",['US'],,tt5030402,5.9,1971.0,7.118,6.3
Jerry Before Seinfeld,2017,62,"['comedy', 'documentation']",['US'],,tt7310906,7.0,5643.0,7.723,7.0
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",2017,60,"['comedy', 'documentation']",['US'],,tt6887486,7.4,2868.0,4.028,6.9
Mustang Island,2017,86,"['comedy', 'drama']",['US'],,tt6589292,6.2,522.0,3.289,6.2
Expedition Happiness,2017,95,"['documentation', 'european']",['DE'],,tt6688136,5.9,4483.0,7.65,6.7
SPF-18,2017,75,"['romance', 'drama', 'sport']",['US'],,tt7296862,3.2,5122.0,17.736,4.4
Alaska Is a Drag,2017,83,['drama'],['US'],,tt4341390,6.5,386.0,2.535,7.0
Pup Star: Better 2Gether,2017,90,['family'],['US'],,tt6357074,4.4,234.0,3.719,6.0
The Little Vampire 3D,2017,83,"['fantasy', 'horror', 'animation', 'comedy', 'family', 'european']","['GB', 'DE', 'DK', 'NL']",,tt4729560,5.4,1687.0,14.528,6.1
Saving Capitalism,2017,73,['documentation'],['US'],,tt6185286,6.8,3157.0,6.514,6.6
The Last Shaman,2017,83,"['documentation', 'drama', 'family', 'european']","['GB', 'US', 'IL', 'IT', 'PE']",,tt6080156,6.6,1865.0,5.506,6.9
Barbra: The Music ... The Mem'ries ... The Magic!,2017,108,"['documentation', 'music']",['US'],,tt7588584,7.5,448.0,7.098,7.4
Heroin(e),2017,39,['documentation'],['US'],,,,,7.442,7.1
Small Crimes,2017,95,"['crime', 'drama', 'thriller']","['CA', 'US']",,tt6158968,5.8,7948.0,11.022,5.4
Craig Ferguson: Tickle Fight,2017,66,['comedy'],['US'],,tt7193448,6.6,995.0,3.054,6.2
Deidra & Laney Rob a Train,2017,92,"['drama', 'comedy', 'crime']",['US'],,tt4144332,6.0,1887.0,8.911,5.6
"Roxanne, Roxanne",2017,98,"['drama', 'music']",['US'],,tt5796838,6.2,3173.0,9.326,6.1
Marc Maron: Too Real,2017,70,['comedy'],['US'],,tt7335938,7.2,1916.0,4.172,6.8
Christina P: Mother Inferior,2017,59,['comedy'],['US'],,tt7057376,6.4,941.0,4.556,6.1
Bill Burr: Walk Your Way Out,2017,77,"['comedy', 'documentation']",['US'],,tt6184894,7.2,7123.0,5.351,6.7
Trevor Noah: Afraid of the Dark,2017,68,['comedy'],['US'],,tt6562866,7.2,5121.0,5.055,7.1
Love Beats Rhymes,2017,105,['drama'],['US'],,tt4721022,5.4,1057.0,9.665,5.7
Burning Sands,2017,105,"['drama', 'thriller', 'action']",['US'],,tt6148014,6.0,2828.0,11.741,5.8
Judd Apatow: The Return,2017,69,['comedy'],['US'],,tt7741238,6.2,1321.0,5.146,6.2
Counterpunch,2017,91,['documentation'],['US'],,tt7022034,6.7,903.0,15.712,6.7
Rory Scovel Tries Stand-Up for the First Time,2017,66,"['comedy', 'documentation']",['US'],,tt7044010,6.7,821.0,1.917,7.4
Milada,2017,130,"['drama', 'history', 'european']","['CZ', 'US']",,tt4554212,6.3,1302.0,8.714,6.9
Jackie: A Tale of Two Sisters,2017,44,['documentation'],"['GB', 'US']",,,,,1.896,4.3
"Michael Bolton's Big, Sexy Valentine's Day Special",2017,54,"['comedy', 'music', 'romance']",['US'],,tt6343706,6.7,2102.0,6.613,6.6
Buddy Thunderstruck: The Maybe Pile,2017,13,['comedy'],['US'],,,,,2.676,7.5
Frat Star,2017,85,"['drama', 'comedy']",['US'],,tt5117484,3.6,659.0,4.985,4.9
A Sort of Family,2017,95,"['drama', 'thriller', 'crime', 'european']","['AR', 'BR', 'DK', 'FR', 'DE', 'PL']",,tt6386168,6.3,694.0,3.782,6.4
Coin Heist,2017,97,"['crime', 'thriller', 'drama', 'romance']",['US'],,tt5740806,4.8,2638.0,12.576,5.4
The Mars Generation,2017,97,['documentation'],['US'],,tt6333096,6.5,989.0,5.021,6.6
Maz Jobrani: Immigrant,2017,67,"['comedy', 'documentation']",['US'],,tt7164714,6.7,840.0,3.08,6.2
Michael Lost and Found,2017,19,['documentation'],"['CA', 'US']",,,,,1.991,5.8
Resurface,2017,27,"['documentation', 'sport', 'war']",['US'],,tt6081408,7.1,286.0,1.642,7.1
Take the 10,2017,80,['comedy'],['US'],,tt5792472,4.7,3130.0,9.312,5.2
Liberated: The New Sexual Revolution,2017,84,['documentation'],"['MX', 'US']",,tt6768350,6.0,1502.0,5.251,6.6
Tiffany Haddish: She Ready! From the Hood to Hollywood!,2017,65,"['comedy', 'documentation']",['US'],,tt9238720,6.6,526.0,3.661,7.4
Jen Kirkman: Just Keep Livin'?,2017,69,['comedy'],['US'],,tt6386352,6.7,1281.0,3.985,6.6
Cristela Alonzo: Lower Classy,2017,66,['comedy'],['US'],,tt6555236,6.4,845.0,4.083,6.2
Lucas Brothers: On Drugs,2017,49,['comedy'],['US'],,tt6218048,5.5,830.0,2.609,5.1
Def Comedy Jam 25,2017,81,"['comedy', 'documentation']",['US'],,tt7427130,6.6,1096.0,3.101,6.1
Judah Friedlander: America Is the Greatest Country in the United States,2017,84,"['comedy', 'documentation']",['US'],,tt7582890,7.8,1436.0,4.414,7.4
Todd Barry: Spicy Honey,2017,60,['comedy'],['US'],,tt6856186,6.8,840.0,3.711,7.3
Joshua: Teenager vs. Superpower,2017,78,['documentation'],['US'],,tt6333072,7.2,1531.0,6.826,7.3
Jim Norton: Mouthful of Shame,2017,61,['comedy'],['US'],,tt6664120,7.0,1324.0,4.476,6.9
A StoryBots Christmas,2017,25,"['fantasy', 'comedy', 'family']",['US'],,tt7018722,5.7,156.0,5.004,6.2
Blessed Benefit,2017,83,"['comedy', 'drama', 'european']","['NL', 'JO', 'DE']",,tt5161784,6.6,665.0,1.323,6.3
For Here or to Go?,2017,105,"['drama', 'comedy']",['US'],,tt4157510,6.8,605.0,2.197,7.0
Vir Das: Abroad Understanding,2017,65,['comedy'],"['US', 'IN']",,tt6822400,6.9,1697.0,3.13,6.9
Joe Mande's Award-Winning Comedy Special,2017,66,"['comedy', 'documentation']",['US'],,tt7183876,6.1,498.0,2.915,6.3
Ryan Hamilton: Happy Face,2017,56,"['comedy', 'documentation']",['US'],,tt6892378,7.3,921.0,2.828,7.0
Jim Gaffigan: Cinco,2017,73,['comedy'],['US'],,tt6090102,7.1,2381.0,4.898,7.0
Brad Paisley's Comedy Rodeo,2017,63,['comedy'],['US'],,tt6794448,5.7,151.0,2.044,6.5
Rodney King,2017,52,"['crime', 'comedy', 'drama', 'history', 'documentation']",['US'],,tt6624312,5.8,601.0,2.444,5.2
Chris D'Elia: Man on Fire,2017,65,"['comedy', 'documentation']",['US'],,tt7068896,6.5,1720.0,2.801,6.2
DeRay Davis: How to Act Black,2017,66,['comedy'],['US'],,tt7288084,6.1,427.0,3.191,6.1
Lynne Koplitz: Hormonal Beast,2017,51,['comedy'],['US'],,tt6892388,6.2,417.0,1.387,5.6
King of Peking,2017,88,"['comedy', 'drama']","['US', 'CN', 'AU']",,tt6406976,6.4,364.0,2.237,6.2
Beat Bugs: All Together Now,2017,50,['animation'],['US'],,,,,3.844,5.6
Sorry to Bother You,2018,111,"['fantasy', 'scifi', 'drama', 'comedy']",['US'],,tt5688932,6.9,75653.0,14.691,6.8
Den of Thieves,2018,140,"['thriller', 'action', 'crime', 'drama']",['US'],,tt1259528,7.0,107701.0,55.531,6.7
How It Ends,2018,113,"['thriller', 'action', 'drama', 'scifi']","['CA', 'US']",,tt5246700,5.0,51513.0,28.552,5.3
The Ballad of Buster Scruggs,2018,132,"['western', 'comedy', 'drama', 'romance']",['US'],,tt6412452,7.3,141528.0,35.22,7.1
Roma,2018,135,"['drama', 'european']","['MX', 'US']",,tt6155172,7.7,153508.0,17.67,7.7
Apostle,2018,130,"['thriller', 'horror', 'drama', 'fantasy']","['US', 'GB']",,tt6217306,6.3,51038.0,20.664,6.1
The Package,2018,94,"['comedy', 'drama', 'thriller']",['US'],,tt7525778,5.5,17226.0,32.016,6.0
Mary Magdalene,2018,120,['drama'],"['GB', 'US', 'AU']",,tt5360996,5.9,10234.0,103.034,6.3
The Cloverfield Paradox,2018,102,"['thriller', 'horror', 'scifi', 'drama', 'action']",['US'],,tt2548396,5.5,102759.0,26.982,5.6
Abducted in Plain Sight,2018,91,"['crime', 'documentation', 'thriller', 'drama']",['US'],,tt6098534,6.8,18165.0,10.083,6.4
Bird Box,2018,124,"['thriller', 'drama', 'horror', 'scifi']",['US'],,tt2737304,6.6,325194.0,38.353,6.9
Outlaw King,2018,121,"['drama', 'action', 'history', 'war']","['GB', 'US']",,tt6679794,6.9,69834.0,19.359,6.8
Beirut,2018,109,"['thriller', 'action', 'crime', 'drama']",['US'],,tt4669264,6.4,21843.0,12.841,6.3
Destination Wedding,2018,84,"['romance', 'comedy', 'drama']",['US'],,tt6987770,6.0,28933.0,11.066,5.7
Cam,2018,95,"['horror', 'thriller', 'drama']",['US'],,tt8361028,5.9,31042.0,16.174,5.8
When We First Met,2018,97,"['fantasy', 'comedy', 'romance']",['US'],,tt5783956,6.4,48215.0,17.067,6.6
Extinction,2018,96,"['drama', 'thriller', 'scifi', 'action']",['US'],,tt3201640,5.8,51781.0,32.877,6.0
